STATION,NAME,DATE,AWND,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT09
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-02-16,2.68,,0.03,0,7.1,35,47,32,350,340,18.1,23,1,,,,,,1,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-02-17,4.25,,0.02,0,5.9,40,45,31,10,340,12.1,14.1,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-02-18,2.01,,0,0,5.9,34,43,28,160,160,10.1,12.1,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-02-19,5.59,,0.05,0,5.1,38,46,33,290,280,23.9,36.9,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-02-20,6.49,,0.36,0.1,3.9,34,39,29,300,300,19.9,23.9,1,1,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-02-21,4.03,,0.36,0,3.1,34,43,32,300,330,16.1,19.9,1,1,,,,,1,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-02-22,4.92,,0,0,2,35,39,28,10,360,21,25.9,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-02-23,5.82,,0,0.1,1.2,32,37,28,350,330,14.1,18.1,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-02-24,8.05,,0,0,1.2,29,34,21,20,330,15,18.1,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-02-25,6.49,,0,0,0,25,32,17,270,300,23.9,29.1,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-02-26,5.82,,0.02,0.4,0,28,32,24,100,110,14.1,17,1,,,,,,1,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-02-27,4.47,,0.05,1.5,2,27,33,21,200,210,15,17,1,1,,,,,1,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-02-28,10.07,,0.02,0,0,28,34,24,280,280,31.1,38,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-03-01,3.8,,0,0,0,28,38,24,240,250,19.9,23.9,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-03-02,2.46,,0,0,0,36,48,30,180,190,8.9,12.1,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-03-03,2.91,,0,0,0,41,51,34,150,120,10.1,13,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-03-04,5.82,,0.09,0,0,40,49,32,150,150,18.1,23,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-03-05,5.59,,0.4,3,1.2,35,37,25,340,340,28,36.9,1,1,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-03-06,4.92,,0.07,1,3.1,27,36,13,210,220,17,21.9,1,,,,,,1,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-03-07,5.14,,0.06,1.1,3.9,26,33,18,280,90,16.1,19.9,1,,,,,,1,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-03-08,5.82,,0.21,1,3.1,33,37,30,10,20,16.1,23,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-03-09,2.24,,0.33,3.4,3.9,31,34,29,150,290,6.9,8.1,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-03-10,6.26,,0.06,0,3.1,35,49,32,270,270,28,32,1,1,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-03-11,3.58,,0.02,0,0,38,51,27,260,250,17,19.9,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-03-12,6.49,,0,0,0,43,50,35,270,260,18.1,21.9,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-03-13,5.37,,0.07,0,0,42,51,35,340,310,16.1,19.9,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-03-14,2.46,,0.11,0,0,41,52,37,240,230,10.1,13,1,1,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-03-15,5.59,,0.02,0,0,46,58,39,130,130,13,16.1,1,1,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-03-16,8.5,,0.07,0,0,46,50,30,270,250,23.9,31.1,1,1,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-03-17,3.58,,0,0,0,36,54,25,260,230,15,19.9,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-03-18,4.47,,0.12,0,0,47,58,40,320,320,25.1,33.1,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-03-19,6.49,,0,0,0,47,54,34,280,270,18.1,25.1,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-03-20,10.07,,0,0,0,39,51,27,120,120,23,30,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-03-21,11.41,,0.1,0,0,44,53,38,120,130,23.9,31.1,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-03-22,4.92,,0.01,0,0,44,57,36,280,330,15,18.1,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-03-23,8.05,,0,0,0,45,52,30,310,360,19.9,25.1,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-03-24,4.92,,0.01,0,0,38,56,26,260,260,29.1,36,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-03-25,6.49,,0.01,0,0,44,51,38,290,20,19.9,27.1,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-03-26,3.36,,0.04,0,0,40,54,27,230,220,19.9,25.1,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-03-27,3.8,,0.21,0,0,42,49,36,330,340,23,30,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-03-28,3.58,,0,0,0,39,49,31,290,290,21,23.9,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-03-29,5.82,,0.01,0,0,44,52,39,110,90,14.1,17,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-03-30,10.07,,0,0,0,46,53,37,310,310,23.9,29.1,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-03-31,4.47,,0,0,0,45,58,39,310,310,13,17,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-04-01,3.58,,0.01,0,0,44,57,30,270,270,19.9,25.1,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-04-02,8.5,,0,0,0,46,51,34,280,250,30,35.1,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-04-03,4.92,,0.08,0.8,0,36,43,29,320,320,23.9,31.1,1,1,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-04-04,2.46,,0,0,0,35,53,26,120,160,8.9,12.1,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-04-05,3.8,,0,0,0,42,61,32,120,120,17,19.9,,,,,,,1,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-04-06,6.04,,0,0,0,51,64,36,320,320,23,29.1,1,,,,,,1,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-04-07,8.5,,0.07,0,0,47,64,34,310,310,36.9,50.1,1,,,,,,1,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-04-08,5.82,,0.22,0,0,40,49,32,290,230,21,23.9,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-04-09,6.93,,0.05,0.1,0,38,47,28,270,280,19.9,25.1,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-04-10,3.8,,0.01,0,0,34,49,23,290,290,21,32,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-04-11,3.36,,0,0,0,38,56,24,20,30,13,17,,,,,,,1,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-04-12,6.71,,0,0,0,49,56,43,110,100,17,21,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-04-13,7.16,,0.28,0,0,48,51,39,130,120,23,27.1,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-04-14,6.93,,0,0,0,42,49,34,310,310,25.1,31.1,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-04-15,6.71,,0.01,0,0,40,50,30,290,280,25.1,32,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-04-16,4.92,,0,0,0,39,59,25,120,100,13,21.9,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-04-17,5.14,,0.07,0,0,49,53,42,260,270,23.9,28,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-04-18,4.92,,0.01,0,0,46,58,35,310,320,28,35.1,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-04-19,3.58,,0,0,0,45,62,33,330,330,13,19,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-04-20,3.58,,0.08,0,0,43,51,31,220,220,21.9,27.1,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-04-21,5.82,,0,0,0,44,56,36,310,310,18.1,23.9,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-04-22,7.16,,0,0,0,45,65,30,160,140,23,29.1,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-04-23,9.17,,0.12,0,0,51,58,42,320,320,19.9,25.9,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-04-24,4.47,,0.17,0,0,47,55,40,280,280,23.9,30,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-04-25,4.92,,0,0,0,43,54,36,320,330,21.9,27.1,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-04-26,4.25,,0.16,0,0,45,52,40,320,320,19.9,25.1,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-04-27,8.05,,0.02,0,0,44,50,37,310,310,23.9,30,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-04-28,4.7,,0,0,0,43,53,37,300,300,14.1,19,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-04-29,3.36,,0,0,0,44,59,33,310,230,10.1,21.9,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-04-30,8.72,,0,0,0,50,58,42,260,270,28,33.1,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-05-01,4.03,,0.02,0,0,47,57,40,270,290,16.1,21,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-05-02,7.38,,0,0,0,45,56,39,310,290,17,21,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-05-03,3.58,,0,0,0,47,71,31,300,300,14.1,16.1,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-05-04,1.79,,0,0,0,58,83,40,350,130,8.1,12.1,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-05-05,5.82,,0.02,0,0,62,79,42,200,210,30,40,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-05-06,10.51,,0.01,0,0,59,66,48,300,300,28,33.1,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-05-07,9.17,,0.05,0,0,49,52,36,330,320,17,23.9,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-05-08,3.36,,0,0,0,44,67,29,320,10,13,17,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-05-09,3.36,,0,0,0,52,71,35,10,350,15,19,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-05-10,2.91,,0,0,0,56,78,37,310,20,13,15,,,,,,,1,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-05-11,5.14,,0,0,0,61,83,38,160,150,21.9,27.1,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-05-12,11.86,,0.17,0,0,60,62,40,310,310,25.1,32,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-05-13,5.82,,0.02,0,0,43,51,35,260,270,25.1,30,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-05-14,6.49,,0,0,0,41,55,34,10,10,19.9,25.1,1,1,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-05-15,3.58,,0,0,0,46,60,32,300,310,15,18.1,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-05-16,3.8,,0.26,0,0,45,54,35,300,300,25.1,30,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-05-17,3.8,,0.78,2.7,1.2,38,43,32,270,170,14.1,19.9,1,1,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-05-18,3.8,,0,0,0,45,62,39,170,160,14.1,18.1,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-05-19,3.36,,0,0,0,50,66,36,20,30,19.9,23,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-05-20,3.13,,0,0,0,53,69,43,280,270,23,25.9,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-05-21,2.91,,0,0,0,53,74,37,300,320,10.1,14.1,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-05-22,4.7,,0,0,0,60,78,41,10,10,17,23,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-05-23,2.91,,0,0,0,62,84,43,270,240,19.9,25.1,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-05-24,17.22,,0,0,0,64,69,47,260,260,32,42.1,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-05-25,4.7,,0,0,0,53,66,44,70,60,18.1,23.9,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-05-26,4.7,,0,0,0,56,69,41,330,320,25.1,34,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-05-27,2.46,,0,0,0,59,77,42,220,230,12.1,16.1,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-05-28,4.7,,0,0,0,62,82,45,360,360,17,21.9,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-05-29,4.47,,0,0,0,67,85,48,20,350,13,21,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-05-30,2.91,,0,0,0,67,87,47,310,310,15,18.1,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-05-31,4.92,,0.06,0,0,69,89,50,190,200,29.1,35.1,1,,1,,,,1,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-06-01,4.7,,0.15,0,0,61,72,53,310,310,16.1,19.9,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-06-02,5.37,,0,0,0,60,75,48,310,330,15,19.9,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-06-03,2.46,,0,0,0,61,83,43,130,90,13,15,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-06-04,10.07,,0.33,0,0,68,81,50,270,280,25.1,32,1,,1,,1,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-06-05,3.8,,0.01,0,0,60,73,50,10,10,15,18.1,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-06-06,4.92,,0,0,0,60,81,42,130,120,15,19,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-06-07,5.37,,0,0,0,67,90,50,170,180,29.1,38.9,,,1,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-06-08,7.38,,0.16,0,0,70,81,56,270,270,33.1,42.9,1,,1,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-06-09,6.26,,0.06,0,0,58,63,48,240,240,21,27.1,,,1,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-06-10,6.49,,0.03,0,0,52,59,40,330,330,21,25.9,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-06-11,5.14,,0,0,0,50,71,34,360,360,19.9,28,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-06-12,10.51,,0.26,0,0,60,75,44,180,180,35.1,44.1,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-06-13,5.37,,0.85,0,0,55,54,48,290,290,23.9,29.1,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-06-14,6.49,,0,0,0,52,71,40,280,280,23,29.1,1,1,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-06-15,2.46,,0,0,0,57,64,48,320,360,10.1,14.1,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-06-16,6.49,,0.06,0,0,59,64,51,260,270,23,30,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-06-17,4.03,,0.04,0,0,56,70,48,330,330,10.1,14.1,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-06-18,5.82,,0,0,0,60,70,54,300,300,16.1,18.1,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-06-19,2.01,,0,0,0,63,85,50,340,100,8.1,21,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-06-20,6.49,,0.04,0,0,72,87,57,280,260,25.9,34,,,1,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-06-21,10.51,,0,0,0,70,78,53,290,290,29.1,36.9,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-06-22,8.28,,0,0,0,61,72,43,20,30,23,32,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-06-23,3.36,,0,0,0,59,79,40,10,10,14.1,19.9,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-06-24,4.7,,0,0,0,65,83,44,360,360,18.1,21,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-06-25,3.13,,0,0,0,67,90,48,110,120,8.1,11,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-06-26,5.82,,0,0,0,71,94,50,230,220,30,40,,,1,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-06-27,9.84,,0.03,0,0,73,84,60,280,170,25.1,32,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-06-28,7.16,,0,0,0,67,81,48,290,270,23.9,34,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-06-29,6.49,,0,0,0,66,77,53,290,290,18.1,25.9,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-06-30,3.13,,0,0,0,64,86,46,270,270,12.1,17,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-07-01,3.58,,0,0,0,71,91,51,280,270,19.9,23.9,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-07-02,2.91,,0,0,0,73,91,54,210,230,8.9,12.1,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-07-03,6.04,,0,0,0,73,91,54,290,320,23.9,32,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-07-04,4.92,,0,0,0,70,92,49,290,260,21.9,29.1,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-07-05,3.13,,0,0,0,75,98,54,10,10,16.1,21,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-07-06,4.25,,0,0,0,78,98,57,10,10,16.1,21,,,,,,,1,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-07-07,3.8,,0,0,0,79,100,59,350,350,12.1,15,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-07-08,3.8,,0,0,0,80,101,60,260,260,21,28,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-07-09,4.47,,0,0,0,79,98,56,160,160,15,19,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-07-10,6.71,,0,0,0,76,89,58,300,300,21.9,25.9,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-07-11,4.92,,0,0,0,72,86,55,270,270,15,23,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-07-12,3.58,,0,0,0,71,91,51,310,310,16.1,19,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-07-13,5.82,,0,0,0,74,99,51,290,280,21.9,28,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-07-14,4.7,,0,0,0,79,100,57,220,120,23.9,32,,,1,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-07-15,8.95,,0,0,0,78,92,58,170,180,32,38.9,,,1,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-07-16,7.38,,0,0,0,71,86,56,290,280,28,34,,,1,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-07-17,5.82,,0,0,0,67,84,46,20,30,17,25.1,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-07-18,4.03,,0,0,0,68,91,48,350,330,16.1,21.9,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-07-19,4.25,,0,0,0,76,94,55,250,250,16.1,19,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-07-20,8.5,,0,0,0,75,91,56,300,300,28,36,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-07-21,6.93,,0,0,0,70,86,51,300,260,21,29.1,,,,,,,1,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-07-22,2.91,,0,0,0,69,90,49,310,320,13,15,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-07-23,4.7,,0,0,0,74,96,54,280,280,21.9,25.9,,,,,,,1,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-07-24,6.71,,0,0,0,78,94,57,270,270,23,28,,,,,,,1,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-07-25,4.7,,0,0,0,73,92,50,360,10,17,23,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-07-26,5.14,,0,0,0,72,94,51,170,170,23.9,30,,,,,,,1,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-07-27,4.03,,0,0,0,76,91,60,280,290,19.9,23,,,1,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-07-28,5.82,,0,0,0,74,91,55,170,170,19.9,25.1,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-07-29,4.25,,0,0,0,76,97,54,300,310,18.1,23,,,,,,,1,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-07-30,4.92,,0,0,0,77,97,55,330,330,19.9,25.1,,,,,,,1,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-07-31,3.13,,0,0,0,75,95,55,10,310,14.1,17,,,,,,,1,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-08-01,4.25,,0,0,0,74,94,52,360,360,19.9,25.1,,,,,,,1,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-08-02,12.3,,0,0,0,75,89,59,90,80,23,34,,,,,,,1,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-08-03,6.71,,0,0,0,74,92,55,10,90,17,23,,,,,,,1,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-08-04,5.14,,0,0,0,73,93,53,80,80,23.9,30,,,,,,,1,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-08-05,11.63,,0,0,0,74,84,63,80,80,23,30,,,,,,,1,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-08-06,7.61,,0,0,0,72,86,53,120,130,19.9,23,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-08-07,3.36,,0,0,0,71,92,50,20,20,15,19,,,,,,,1,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-08-08,6.04,,0,0,0,73,91,51,130,120,18.1,25.1,,,,,,,1,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-08-09,6.93,,0,0,0,75,89,57,90,90,17,21.9,,,,,,,1,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-08-10,2.68,,0,0,0,72,91,52,70,70,17,23,,,,,,,1,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-08-11,3.8,,0,0,0,74,92,57,120,20,15,18.1,,,,,,,1,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-08-12,5.59,,0,0,0,72,90,52,240,240,29.1,40,,,,,,,1,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-08-13,5.14,,0.14,0,0,73,79,58,250,260,21,25.1,1,,,,,,1,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2017-08-14,5.82,,0,0,0,63,80,50,310,310,18.1,27.1,,,,,,,1,
